Node ID: 121347, Name: World War II
Node ID: 1134615, Name: Gerhardt Boldt
Node ID: 1395079, Name: Operation Perch
Node ID: 1160191, Name: Julian Scherner
Node ID: 484481, Name: British occupation of the Faroe Islands
Node ID: 1415487, Name: Donald Burgett
Node ID: 1133674, Name: Karl Koller (general)
Node ID: 1395163, Name: Oflag XIII-A
Node ID: 1414256, Name: Mission Boston
Node ID: 1031188, Name: Hitler Has Only Got One Ball
Node ID: 1151048, Name: Victims of Yalta
Node ID: 1674625, Name: Trun, Orne
Node ID: 147810, Name: Po Moa
Node ID: 1159926, Name: Wilfred von Oven
Node ID: 771884, Name: Guido Buffarini Guidi
Node ID: 1132855, Name: Heinrich Kreipe
Node ID: 1160261, Name: Viktor Brack
Node ID: 1676892, Name: Werner von Alvensleben
Node ID: 117506, Name: USS Bataan (CVL-29)
Node ID: 1080637, Name: Jrgen Graf
Node ID: 1132898, Name: Wilhelm Fritz von Roettig
Node ID: 1159962, Name: Reich Chancellery meeting of 12 December 1941
Node ID: 1390505, Name: 55 Infantry Division Savona
Node ID: 1390593, Name: 136 Infantry Division Giovani Fascisti
Node ID: 1160942, Name: Heinz Galinski
Node ID: 131187, Name: Italian cruiser Zara
Node ID: 1134468, Name: 1st Infantry Division (Germany)
Node ID: 1132960, Name: Second Raid on Schweinfurt
Node ID: 1135297, Name: Arado Ar 96
Node ID: 178786, Name: Wolf Jobst Siedler
Node ID: 131132, Name: Turbine class destroyer
Node ID: 1390015, Name: Horace Robertson
Node ID: 131274, Name: Philip Mack
Node ID: 397212, Name: Clive Hulme
Node ID: 1395075, Name: 23rd Hussars
Node ID: 1134511, Name: Theodor von Hippel
Node ID: 1134661, Name: Werner Ptschke
Node ID: 1160661, Name: Andreas Bauriedl
Node ID: 1159965, Name: Friedrich Wilhelm Kritzinger
Node ID: 158346, Name: Bardia raid
Node ID: 1632518, Name: Eichmann (film)
Node ID: 1133004, Name: Hellmuth Felmy
Node ID: 1160185, Name: Otto Hofmann
Node ID: 1389943, Name: Battle of Scarlet Beach
Node ID: 1137567, Name: Tellermine 29
Node ID: 1676163, Name: Arromanches-les-Bains
Node ID: 830404, Name: Waffenamt
Node ID: 1394659, Name: Gerard Bucknall
Node ID: 1134796, Name: Siegfried Knappe
Node ID: 130639, Name: HMS Sirius (82)
Node ID: 1080629, Name: Mark Weber
Node ID: 192466, Name: Persian Gulf Command
Node ID: 1159945, Name: Erna Flegel
Node ID: 1160061, Name: Josef Pfitzner
Node ID: 1160176, Name: Hitler's SS: Portrait in Evil
Node ID: 772034, Name: Paul Hofmann
Node ID: 1160451, Name: NSDAP Office of Military Policy
Node ID: 456764, Name: Hermann Hirt
Node ID: 1414146, Name: Sidney Mashbir
Node ID: 1132988, Name: Riga Offensive (1944)
Node ID: 771915, Name: Pietro Koch
Node ID: 1138878, Name: Cactus Ridge
Node ID: 120104, Name: Japanese cruiser Agano
Node ID: 1390591, Name: Battle of Alam el Halfa order of battle
Node ID: 1395136, Name: Oflag VII-C
Node ID: 1134223, Name: Alfons Hitter
Node ID: 1501177, Name: Max Freiherr von Waldberg
Node ID: 1159651, Name: Otto Steinbrinck
Node ID: 1132914, Name: Division von Broich/von Manteuffel
Node ID: 1138002, Name: Alexander Gorbatov
Node ID: 1160072, Name: Leonardo Conti
Node ID: 178981, Name: Rudolf Breitscheid
Node ID: 121086, Name: HMS Seraph (P219)
Node ID: 1133066, Name: 58th Infantry Division (Germany)
Node ID: 116636, Name: Raymond Dronne
Node ID: 806890, Name: Harald Quandt
Node ID: 120102, Name: Japanese cruiser Myk
Node ID: 120340, Name: Japanese destroyer Wakatsuki
Node ID: 813220, Name: Red Inferno: 1945
Node ID: 1138271, Name: Harro Schulze-Boysen
Node ID: 1725197, Name: Kate ter Horst
Node ID: 179174, Name: Constantin Fehrenbach
Node ID: 116530, Name: Bernard de Lattre de Tassigny
Node ID: 1415392, Name: Fort Hughes
Node ID: 1138370, Name: Alfred Delp
Node ID: 214721, Name: Sergei Bunyachenko
Node ID: 1284633, Name: 5 Alpine Division Pusteria
Node ID: 1133078, Name: 14th Panzer Division (Germany)
Node ID: 1414263, Name: Battle of Bloody Gulch
Node ID: 110636, Name: Curt von Franois
Node ID: 1135248, Name: Reggiane Re.2005
Node ID: 1471952, Name: Ronald Gervase Mountain
Node ID: 1395172, Name: Stalag VIII-E
Node ID: 130622, Name: HMS Cairo (D87)
Node ID: 1160099, Name: Franz Ziereis
Node ID: 1134731, Name: Gustav Lombard
Node ID: 782095, Name: Ration stamp
Node ID: 675121, Name: Cordula Trantow
Node ID: 1394779, Name: Charles Hamilton Boucher
Node ID: 1133721, Name: 10th Panzer Division (Germany)
Node ID: 120266, Name: Battle of Tarakan (1942)
Node ID: 1134188, Name: Hans Zorn
Node ID: 1134616, Name: Nicolaus von Below
Node ID: 1134218, Name: Sigfrid Henrici
Node ID: 131303, Name: Italian submarine Leonardo da Vinci
Node ID: 1137878, Name: OstrogozhskRossosh Offensive
Node ID: 179479, Name: Hans von Herwarth
Node ID: 1133725, Name: Hermann Reinecke
Node ID: 1159613, Name: Sigrid Schultz
Node ID: 1159296, Name: Martin Faust
Node ID: 1389997, Name: David Whitehead
Node ID: 1513851, Name: Jzef Garliski
Node ID: 131286, Name: SS Ohio
Node ID: 1160879, Name: Bayreuth Circle
Node ID: 156475, Name: John Malcolm (actor)
Node ID: 1159537, Name: Nazi foreign policy (historiographic debate)
Node ID: 1505925, Name: Timothy Walker
Node ID: 924647, Name: Samuel L. Howard
Node ID: 1483673, Name: Istvn Horthy
Node ID: 1134567, Name: 68th Infantry Division (Germany)
Node ID: 24443, Name: Lucien Howe
Node ID: 435795, Name: Gerhard Skiba
Node ID: 71570, Name: Gnther Schwarberg
Node ID: 1138301, Name: Ludwig Gehre
Node ID: 1133719, Name: 13th Panzer Division (Germany)
Node ID: 120103, Name: Japanese cruiser Nagara
Node ID: 801931, Name: Vek Kapuany
Node ID: 1160087, Name: Julius Schaub
Node ID: 1134717, Name: Joachim Ziegler
Node ID: 1133029, Name: Parachutist Badge (Germany)
Node ID: 131082, Name: HMS Inconstant (H49)
Node ID: 1134303, Name: Paul Vlckers
Node ID: 1160757, Name: Armenian quote
Node ID: 1111521, Name: Bombing of Braunschweig in World War II
Node ID: 418328, Name: Fascism and Big Business
Node ID: 1151020, Name: Hugo Graf von und zu Lerchenfeld auf Kfering und Schnberg
Node ID: 1159996, Name: Alfred Frauenfeld
Node ID: 1390889, Name: Saint-Lambert, Calvados
Node ID: 1414225, Name: Robert G. Cole
Node ID: 1159594, Name: Otto Georg Thierack
Node ID: 1134191, Name: Kurt von der Chevallerie
Node ID: 1137933, Name: Operation Winter Storm
Node ID: 1714710, Name: Economic militarism
Node ID: 1138303, Name: Werner Schrader
Node ID: 1134580, Name: 277th Infantry Division (Germany)
Node ID: 1159113, Name: Massacre of Kalavryta
Node ID: 673802, Name: Wera Engels
Node ID: 1655101, Name: Shjir Iida
Node ID: 1134111, Name: Georg Pfeiffer
Node ID: 132361, Name: Russian battleship Gangut (1911)
Node ID: 120284, Name: Keiz Komura
Node ID: 1389945, Name: Battle of Kaiapit
Node ID: 1000805, Name: Richard Bruno Heydrich
Node ID: 121478, Name: Shigetar Shimada
Node ID: 1160531, Name: Joseph Wulf
Node ID: 1112321, Name: LaGrand case
Node ID: 1414259, Name: Merderet
Node ID: 1132991, Name: VitebskOrsha Offensive
Node ID: 1160495, Name: Jewish response to The Forty Days of Musa Dagh
Node ID: 1134424, Name: Bruno Ritter von Hauenschild
Node ID: 116258, Name: Bonnier de La Chapelle
Node ID: 1745302, Name: George Bryant (archer)
Node ID: 1315086, Name: The Grand Olympics
Node ID: 1138368, Name: Ewald von Kleist-Schmenzin
Node ID: 1138342, Name: Wilhelm Leuschner
Node ID: 1160548, Name: Bruno Tesch (chemist)
Node ID: 418288, Name: Netwar
Node ID: 1138429, Name: Otto John
Node ID: 1349024, Name: Ji Weil
Node ID: 1395152, Name: Stalag IV-A
Node ID: 771920, Name: National Republican Guard (Italy)
Node ID: 1478525, Name: Simon Sabiani
Node ID: 1160141, Name: Martin Sandberger
Node ID: 1138361, Name: Paul von Hase
Node ID: 1159158, Name: Kurt Neubauer
Node ID: 675104, Name: Impressionen unter Wasser
Node ID: 1160301, Name: Holocaust train
Node ID: 131042, Name: Mogador class destroyer
Node ID: 1137927, Name: Pavel Kurochkin
Node ID: 1160051, Name: Christa Schroeder
Node ID: 1160964, Name: Wolfsangel
Node ID: 1389970, Name: Selwyn Porter
Node ID: 117942, Name: USS Gunston Hall (LSD-5)
Node ID: 44034, Name: Louise Cromwell Brooks
Node ID: 1148498, Name: Viscount Montgomery of Alamein
Node ID: 1134689, Name: Walter Harzer
Node ID: 923700, Name: Louis Faury
Node ID: 675017, Name: Walter Frentz
Node ID: 559562, Name: Marta Hillers
Node ID: 1137946, Name: 8th Estonian Rifle Corps
Node ID: 1392558, Name: Denys Whitehorn Reid
Node ID: 1132861, Name: Operation Bffel
Node ID: 1134339, Name: Friedrich Siebert
Node ID: 1000571, Name: r Whitehead
Node ID: 103764, Name: Giorgio Bocca
Node ID: 1134755, Name: Herbert Otto Gille
Node ID: 1754585, Name: Stalag I-B
Node ID: 1134361, Name: Franz Westhoven
Node ID: 1725171, Name: Richard Geoffrey Pine-Coffin
Node ID: 1256999, Name: Jean-Marie Domenach
Node ID: 1134548, Name: 52nd Infantry Division (Germany)
Node ID: 1160305, Name: Action Reconciliation Service for Peace (ARSP)
Node ID: 1160699, Name: Mala Zimetbaum
Node ID: 45814, Name: Sedjenane
Node ID: 1159955, Name: List of Nazi ideologues
Node ID: 1415435, Name: William F. Marquat
Node ID: 1159999, Name: Gnther Schwgermann
Node ID: 1390020, Name: Frank Berryman
Node ID: 1108989, Name: Catholic Church and Nazi Germany
Node ID: 1675474, Name: Pontaubault
Node ID: 1390587, Name: Twin Pimples raid
Node ID: 1654968, Name: Su Bingwen
Node ID: 674599, Name: After the Truth
Node ID: 1160814, Name: Charlotte Delbo
Node ID: 1661872, Name: Robert S. Allen
Node ID: 1134377, Name: Erwin Jaenecke
Node ID: 120689, Name: Herbert F. Leary
Node ID: 178646, Name: Rudolf E. A. Havenstein
Node ID: 1160844, Name: Der Giftpilz
Node ID: 1134299, Name: Walter Scheller
Node ID: 1134381, Name: Eccard Freiherr von Gablenz
Node ID: 1770970, Name: Operation Pike
Node ID: 179463, Name: Ernst Niekisch
Node ID: 1159497, Name: Lothar Kreyssig
Node ID: 1160832, Name: Project Riese
Node ID: 1551228, Name: William J. Spahr
Node ID: 1133781, Name: Georg von Boeselager
Node ID: 120134, Name: Japanese cruiser Chikuma (1938)
Node ID: 1134573, Name: 163rd Infantry Division (Germany)
Node ID: 1413972, Name: 168th Infantry Regiment (United States)
Node ID: 1257051, Name: Andr Tulard
Node ID: 116680, Name: Foreign relations of Vichy France
Node ID: 768648, Name: Richard H. Weisberg
Node ID: 355092, Name: John F. Sweets
Node ID: 1134093, Name: Andreas von Aulock
Node ID: 1134436, Name: Maximilian de Angelis
Node ID: 1137618, Name: Holocaust of Viannos
Node ID: 1133079, Name: 110th Infantry Division (Germany)
Node ID: 1134034, Name: Rudolf Veiel
Node ID: 1034858, Name: Holding the Fort
Node ID: 201189, Name: Slovak partisans
Node ID: 1725350, Name: The Operational Art of War
Node ID: 604534, Name: CB class midget submarine
Node ID: 120181, Name: Sadamichi Kajioka
Node ID: 1218842, Name: Kunihiko Hashida
Node ID: 1218831, Name: Yuko Tojo
Node ID: 1655103, Name: Rykichi Tanaka
Node ID: 1159070, Name: Anton Burger
Node ID: 1134308, Name: Karl Decker
Node ID: 1138244, Name: Every Man Dies Alone
Node ID: 1159308, Name: Journal of Historical Review
Node ID: 1654948, Name: Li Hai-ching
Node ID: 1415393, Name: Fort Frank
Node ID: 1137954, Name: Dmitry Pavlov (general)
Node ID: 1134335, Name: Rolf Wuthmann
Node ID: 891341, Name: Robert Craigie (diplomat)
Node ID: 1210114, Name: Max Hirschberg
Node ID: 1160042, Name: Paul Pleiger
Node ID: 1201792, Name: Czechoslovak Legion (1939)
Node ID: 1480393, Name: Massacre in Trhov Kamenice
Node ID: 1137962, Name: Vasily Kuznetsov (general)
Node ID: 1677227, Name: Stalag III-C
Node ID: 1395127, Name: Stalag VI-K
Node ID: 1395167, Name: Stalag XI-C
Node ID: 1654960, Name: Feng Zhanhai
Node ID: 1137900, Name: Nikandr Chibisov
Node ID: 1655078, Name: Michitar Komatsubara
Node ID: 1137622, Name: The 11th Day: Crete 1941
Node ID: 130656, Name: Trento class cruiser
Node ID: 1138163, Name: Main Line of Resistance
Node ID: 131134, Name: Oriani class destroyer
Node ID: 1210000, Name: Rudolf Olden
Node ID: 122470, Name: Oscar V. Peterson
Node ID: 1138372, Name: Heinrich Graf von Lehndorff-Steinort
Node ID: 179470, Name: Freya von Moltke
Node ID: 771949, Name: Claudio Treves
Node ID: 1134219, Name: Ehrenfried-Oskar Boege
Node ID: 1133906, Name: Martin Fiebig
Node ID: 1134017, Name: Hans Reichsfreiherr von Boineburg-Lengsfeld
Node ID: 1134385, Name: Walter Hartmann
Node ID: 1160724, Name: Michael Khnen
Node ID: 120097, Name: Japanese cruiser Natori
Node ID: 1160739, Name: GestapoNKVD Conferences
Node ID: 1159012, Name: Oskar Krner
Node ID: 1159028, Name: Lorenz Ritter von Stransky
Node ID: 1160665, Name: Klaus von Pape
Node ID: 1160664, Name: Karl Laforce
Node ID: 1160662, Name: Karl Kuhn
Node ID: 1160660, Name: Johann Rickmers
Node ID: 1160659, Name: Anton Hechenberger
Node ID: 1160658, Name: Theodor Casella
Node ID: 1160657, Name: Theodor von der Pfordten
Node ID: 130596, Name: HMS Delhi (D47)
Node ID: 1395181, Name: Oflag XIII-B
Node ID: 14132, Name: Indirect approach
Node ID: 1414236, Name: Operation Lumberjack
Node ID: 1138374, Name: Carl Langbehn
Node ID: 1134526, Name: Panzer Division Clausewitz
Node ID: 120005, Name: Japanese destroyer Asashio
Node ID: 953721, Name: Tyler Kent
Node ID: 1134481, Name: 28th Jger Division (Germany)
Node ID: 1390557, Name: Giuseppe Tellera
Node ID: 1110742, Name: Bombing of Duisburg in World War II
Node ID: 1134096, Name: Otto Sponheimer
Node ID: 1159008, Name: Gustav Adolf Steengracht von Moyland
Node ID: 1132948, Name: Axel von Blomberg
Node ID: 1160089, Name: Arbeitseinsatz
Node ID: 1079368, Name: Karl Gerhard
Node ID: 532387, Name: Gunner (dog)
Node ID: 1133062, Name: 11th Infantry Division (Germany)
Node ID: 1080636, Name: Carlo Mattogno
Node ID: 771936, Name: Anna Maria Villani Scicolone
Node ID: 1413451, Name: Wilhelm D. Styer
Node ID: 1134418, Name: Martin Unrein
Node ID: 122650, Name: James H. Diamond
Node ID: 684766, Name: Christiaan Lindemans
Node ID: 115198, Name: Martin Dannenberg
Node ID: 201141, Name: List of possessions of Norway
Node ID: 1160603, Name: Filip Mller
Node ID: 1138431, Name: Josef Wirmer
Node ID: 771887, Name: Carlo Alberto Biggini
Node ID: 771840, Name: Filippo Anfuso
Node ID: 771870, Name: Piero Pisenti
Node ID: 771871, Name: Domenico Pellegrini Giampietro
Node ID: 771916, Name: Antonino Tringali-Casanova
Node ID: 771924, Name: Emilio Gentile
Node ID: 1133117, Name: Gerhard Brenner
Node ID: 1134423, Name: Wend von Wietersheim
Node ID: 131125, Name: HMS Jaguar (F34)
Node ID: 1138282, Name: Albrecht Haushofer
Node ID: 1771229, Name: Italian Army equipment in World War II
Node ID: 680316, Name: Werner G. Goering
Node ID: 1114999, Name: Teruto Tsubota
Node ID: 1133765, Name: Ernst Maisel
Node ID: 673668, Name: Herbert Selpin
Node ID: 1134705, Name: Sylvester Stadler
Node ID: 1390513, Name: 22 Infantry Division Cacciatori delle Alpi
Node ID: 423784, Name: Norbert Masur
Node ID: 1390509, Name: 44 Infantry Division Cremona
Node ID: 1250050, Name: Norman Lowell
Node ID: 1160562, Name: Hermann Langbein
Node ID: 1133916, Name: Hans von Obstfelder
Node ID: 1654867, Name: Tomitar Horii
Node ID: 1134363, Name: Georg Jauer
Node ID: 118738, Name: USS Albacore (SS-218)
Node ID: 1137896, Name: Georgiy Zakharov
Node ID: 156896, Name: Enham Alamein
Node ID: 1393275, Name: Derbyshire Yeomanry
Node ID: 1690788, Name: German High Command orders for the treatment of Soviet prisoners of war
Node ID: 1134075, Name: Johannes Streich
Node ID: 1160115, Name: Arpad Wigand
Node ID: 1160319, Name: Ratlines (World War II)
Node ID: 472137, Name: Barbara Kulaszka
Node ID: 1428795, Name: Leonard T. Schroeder
Node ID: 656911, Name: Kuzma Derevyanko
Node ID: 1137559, Name: Hohl-Sprung mine 4672
Node ID: 1160833, Name: Przyszowice massacre
Node ID: 1507301, Name: Wolfgang Stresemann
Node ID: 1133074, Name: 14th Infantry Division (Germany)
Node ID: 120053, Name: Japanese destroyer Oite (1924)
Node ID: 117733, Name: USS Stockham (DD-683)
Node ID: 1134300, Name: Hans Traut
Node ID: 1134695, Name: Theodor Wisch
Node ID: 1160371, Name: Hilde Meisel
Node ID: 673342, Name: Menschen im Sturm
Node ID: 1390648, Name: Operation Astonia
Node ID: 121089, Name: Java class cruiser
Node ID: 1134195, Name: Wilhelm Schneckenburger
Node ID: 1160577, Name: List of Nazi concentration camps
Node ID: 1771905, Name: 76 mm divisional gun M1942 (ZiS-3)
Node ID: 1284631, Name: 3 Alpine Division Julia
Node ID: 1137887, Name: Battle of Voronezh (1943)
Node ID: 924654, Name: Herman H. Hanneken
Node ID: 1133641, Name: Erwin Vierow
Node ID: 1138340, Name: Adolf Reichwein
Node ID: 131126, Name: Operation Abstention
Node ID: 1138433, Name: Helmuth Hbener
Node ID: 1138351, Name: Ulrich Wilhelm Graf Schwerin von Schwanenfeld
Node ID: 1134156, Name: Horst von Mellenthin
Node ID: 130761, Name: HMS Forester (H74)
Node ID: 1160477, Name: Ernst Phner
Node ID: 1159882, Name: Early timeline of Nazism
Node ID: 179466, Name: Timeline of the Weimar Republic
Node ID: 116675, Name: Ren Olry
Node ID: 121420, Name: Battle 360
Node ID: 1160695, Name: Tuviah Friedman
Node ID: 1532663, Name: David Emory
Node ID: 120498, Name: Ib Takahashi
Node ID: 118797, Name: USS Tambor (SS-198)
Node ID: 1443726, Name: Oreste Pinto
Node ID: 131871, Name: Suffren class cruiser
Node ID: 502338, Name: Krasnoye Sormovo Factory No. 112
Node ID: 1160574, Name: Kurt Heissmeyer
Node ID: 1138032, Name: Lyuban Offensive Operation
Node ID: 1137911, Name: Pavel Batov
Node ID: 131081, Name: HMS Ithuriel (H05)
Node ID: 1137924, Name: Battle of the Sea of Azov
Node ID: 119063, Name: Robert C. Giffen
Node ID: 1390028, Name: William Bridgeford
Node ID: 480557, Name: Eckhard Jesse
Node ID: 1160527, Name: Miroslav Krn
Node ID: 1160380, Name: Irmfried Eberl
Node ID: 1137574, Name: Flachmine 17
Node ID: 1687191, Name: Euthenics
Node ID: 1159335, Name: Gregor Ziemer
Node ID: 138970, Name: Operation Clarion
Node ID: 109915, Name: Sidney Excell
Node ID: 1394531, Name: Edmond Schreiber
Node ID: 1159314, Name: Thies Christophersen
Node ID: 1138470, Name: Battle of Poljana
Node ID: 1133807, Name: Ferdinand Jodl
Node ID: 120368, Name: Battle of the Treasury Islands
Node ID: 179579, Name: Kuno von Westarp
Node ID: 1132822, Name: Eberhard Godt
Node ID: 1150955, Name: The Lightning and the Sun
Node ID: 1137621, Name: Kidnap of General Kreipe
Node ID: 502590, Name: Orsa class torpedo boat
Node ID: 1654827, Name: Lao Pie-fang
Node ID: 1654961, Name: Wang Delin
Node ID: 1159013, Name: Miles Lerman
Node ID: 449987, Name: Robert Gildea
Node ID: 131043, Name: Gupard class destroyer
Node ID: 120127, Name: Japanese destroyer Nowaki
Node ID: 1133995, Name: Franz Mattenklott
Node ID: 130901, Name: Harold Burrough
Node ID: 158070, Name: Angela Lambert
Node ID: 1394411, Name: William Dobbie
Node ID: 781027, Name: List of military writers
Node ID: 1159778, Name: List of former Nazi Party members
Node ID: 1654914, Name: Toshikazu Kase
Node ID: 1133796, Name: Johann Mickl
Node ID: 1134090, Name: Gerhard Matzky
Node ID: 1137901, Name: PetsamoKirkenes Offensive
Node ID: 178990, Name: Ralph Giordano (writer)
Node ID: 1134808, Name: LeningradNovgorod Offensive
Node ID: 1134230, Name: Gustav Schmidt (general)
Node ID: 1160322, Name: Waldemar Klingelhfer
Node ID: 1159961, Name: Otto Brutigam
Node ID: 1294080, Name: Clock (cryptography)
Node ID: 1138334, Name: Hans Bernd von Haeften
Node ID: 1133975, Name: Christian Hansen (general)
Node ID: 1134411, Name: Erich Schneider
Node ID: 1159653, Name: Theodor Duesterberg
Node ID: 178905, Name: Lea Rosh
Node ID: 1134193, Name: Wilhelm Berlin
Node ID: 131188, Name: Italian cruiser Pola
Node ID: 1134482, Name: 132nd Infantry Division (Germany)
Node ID: 1159229, Name: The Ultimate Solution
Node ID: 1160554, Name: Franz Hssler
Node ID: 1134384, Name: Maximilian Fretter-Pico
Node ID: 371222, Name: Keijo Korhonen
Node ID: 674965, Name: Der Nrnberger Parteitag der NSDAP
Node ID: 1201798, Name: Emanuel Moravec
Node ID: 1134586, Name: 46th Infantry Division (Germany)
Node ID: 403038, Name: Hugo Boss (fashion designer)
Node ID: 1133108, Name: Battle for Velikiye Luki
Node ID: 1133889, Name: Siegfried Westphal (general)
Node ID: 1394586, Name: John Whiteley (British Army officer)
Node ID: 1159321, Name: Jean-Claude Pressac
Node ID: 1394825, Name: John Henry Anstice
Node ID: 478945, Name: Cointet-element
Node ID: 836287, Name: The Link (organisation)
Node ID: 1134129, Name: Karl von Oven
Node ID: 131345, Name: Inigo Campioni
Node ID: 178282, Name: Hans Rosenberg
Node ID: 120026, Name: Japanese destroyer Arashio
Node ID: 1284750, Name: Andrzej Kowerski
Node ID: 1160969, Name: Hilde Schramm
Node ID: 1134054, Name: Franz Bke
Node ID: 130741, Name: HMS Dragon (D46)
Node ID: 560405, Name: Sander Gilman
Node ID: 1159566, Name: Richard Hildebrandt
Node ID: 1137840, Name: Stepan Neustroev
Node ID: 1159110, Name: Analysis of the Personality of Adolph Hitler
Node ID: 1160013, Name: Queen Louise League
Node ID: 1134359, Name: Curt Badinski
Node ID: 700647, Name: Riegel mine 43
Node ID: 783241, Name: Topfmine
Node ID: 1137571, Name: L9 Bar Mine
Node ID: 1137553, Name: TM-35 mine
Node ID: 1137556, Name: TM-83 mine
Node ID: 1134009, Name: Alfred Gause
Node ID: 813213, Name: Swastika Night
Node ID: 1510337, Name: Burton Abbott
Node ID: 674313, Name: Der 20. Juli
Node ID: 214776, Name: Treaty of Berlin (1926)
Node ID: 120169, Name: Japanese cruiser Katori
Node ID: 120362, Name: Land Battle of Vella Lavella
Node ID: 1134816, Name: Minsk Offensive
Node ID: 117666, Name: USS Phoenix (CL-46)
Node ID: 1284624, Name: 4 Alpine Division Cuneense
Node ID: 1772142, Name: Bramah Joseph Diplock
Node ID: 1680171, Name: SS Empire Baffin
Node ID: 193810, Name: Lom prisoner of war camp
Node ID: 1137788, Name: 3 Cavalry Division Amedeo Duca d'Aosta
Node ID: 1390497, Name: 64 Infantry Division Catanzaro
Node ID: 1159315, Name: Wilhelm Stglich
Node ID: 1135243, Name: Reggiane Re.2002
Node ID: 1138302, Name: Theodor Strnck
Node ID: 177913, Name: Hermann von Dechend
Node ID: 1133662, Name: Theodor Burchardi
Node ID: 1138292, Name: Eberhard von Breitenbuch
Node ID: 1134563, Name: 76th Infantry Division (Germany)
Node ID: 1389952, Name: Basil Morris
Node ID: 806888, Name: Gnther Quandt
Node ID: 996256, Name: Jungmdelbund
Node ID: 1134323, Name: Heinz Ziegler
Node ID: 1149829, Name: Eberhard Bethge
Node ID: 1160470, Name: Artaman League
Node ID: 437643, Name: Bruce White
Node ID: 1160187, Name: Friedrich-Wilhelm Krger
Node ID: 1132909, Name: 52 Motorised Division Torino
Node ID: 1133827, Name: Ernst-Gnther Baade
Node ID: 119407, Name: Howard W. Gilmore
Node ID: 741991, Name: Hermann Frommherz
Node ID: 131148, Name: Italian cruiser Alberico da Barbiano
Node ID: 1111533, Name: No. 644 Squadron RAF
Node ID: 1654947, Name: Big Swords Society
Node ID: 1133738, Name: Helge Auleb
Node ID: 1134422, Name: Infantry Regiment Grodeutschland
Node ID: 1133083, Name: Egon von Neindorff
Node ID: 1133931, Name: Otto Hitzfeld
Node ID: 131304, Name: Marconi class submarine
Node ID: 1160453, Name: Friends of New Germany
Node ID: 1159562, Name: Sigismund Payne Best
Node ID: 117734, Name: USS Yarnall (DD-541)
Node ID: 1655047, Name: Masazumi Inada
Node ID: 1138247, Name: Nina Schenk Grfin von Stauffenberg
Node ID: 1160276, Name: Erwin Lambert
Node ID: 1132893, Name: Commanders at War
Node ID: 1133780, Name: Philipp von Boeselager
Node ID: 1151024, Name: Azerbaijani Legion
Node ID: 1159645, Name: Friedrich Syrup
Node ID: 1690742, Name: Christopher Buckley (journalist)
Node ID: 368584, Name: Manga de Dokuha
Node ID: 969616, Name: Edgar Dugdale
Node ID: 1627707, Name: Days That Shook the World
Node ID: 120448, Name: Operation Dexterity
Node ID: 1395150, Name: Oflag IX-C
Node ID: 1134155, Name: Arthur Hauffe
Node ID: 1151107, Name: Jud Newborn
Node ID: 1570914, Name: Amanda Vickery
Node ID: 1134457, Name: Adolf Strau
Node ID: 158354, Name: Operation Flipper
Node ID: 1134229, Name: Walter Denkert
Node ID: 147941, Name: XXIII de Marzo Division "Llamas Negras"
Node ID: 1388814, Name: Kerry Bolton
Node ID: 1771899, Name: 152 mm howitzer M1938 (M-10)
Node ID: 1134798, Name: Battle of Slivice
Node ID: 1160420, Name: Reinrassig
Node ID: 1137809, Name: Operation Hannover
Node ID: 1134730, Name: Artur Phleps
Node ID: 1159614, Name: Lina Heydrich
Node ID: 120477, Name: Japanese cruiser Aso
Node ID: 1390554, Name: 58 Infantry Division Legnano
Node ID: 1725195, Name: Den Brotheridge
Node ID: 120307, Name: Japanese destroyer Fujinami
Node ID: 1389957, Name: Bruce Kingsbury
Node ID: 1133331, Name: Hajo Herrmann
Node ID: 1134693, Name: Rudolf von Ribbentrop
Node ID: 1413666, Name: Charles H. Corlett
Node ID: 130440, Name: Italian auxiliary ship Olterra
Node ID: 1675007, Name: Coudehard
Node ID: 119942, Name: Invasion of Palawan
Node ID: 1390595, Name: Special Armored Brigade
Node ID: 781576, Name: Alfred Haighton
Node ID: 784236, Name: Teregova River
Node ID: 107939, Name: Charles Whiting
Node ID: 1133720, Name: 21st Infantry Division (Germany)
Node ID: 778019, Name: Henk Feldmeijer
Node ID: 1390493, Name: 61 Infantry Division Sirte
Node ID: 1419975, Name: Salisbury Prison
Node ID: 1134558, Name: 95th Infantry Division (Germany)
Node ID: 1490449, Name: Eberle
Node ID: 1134643, Name: Battle of Auvere
Node ID: 1038447, Name: Paul Bradshaw (television)
Node ID: 681795, Name: Nestos River
Node ID: 1160493, Name: Paul Nitsche
Node ID: 1159938, Name: Werner Willikens
Node ID: 180674, Name: Alsenz
Node ID: 1134784, Name: Fox at the Front
Node ID: 1132962, Name: Operation Braunschweig
Node ID: 1133111, Name: 25th Panzergrenadier Division (Germany)
Node ID: 1654821, Name: Kiyonao Ichiki
Node ID: 1134336, Name: Oskar Munzel
Node ID: 1390721, Name: Christopher Vokes
Node ID: 1134312, Name: Gnther Angern
Node ID: 1392563, Name: Moro River Campaign
Node ID: 1134119, Name: Philipp Kleffel
Node ID: 721663, Name: Charley Fox
Node ID: 1160094, Name: Wilhelm Harster
Node ID: 674975, Name: Feldzug in Polen
Node ID: 1134379, Name: Walter Heitz
Node ID: 120242, Name: Japanese destroyer Maikaze
